WELL,DEPT,GR,RHOB,NPHI,RT,VP,E_STAT,NU_STAT,UCS,IS_CORE,FACIES,VSH_TRUE,PHI_TRUE,PP_MPA,SV_MPA,SIG_EFF_MPA,E_DYN,NU_DYN,IS_HC
AGB-03,1520.0,90.61,2.1023,0.4078,1.502,1450.0,1.3459,0.3853,2.11,0,3,0.8431,0.3411,15.37,36.941,21.571,1.801,0.416,0
AGB-03,1521.0,90.65,2.0767,0.4476,0.704,1450.0,1.3296,0.3687,2.08,0,3,0.8642,0.3665,15.381,36.966,21.585,1.779,0.416,0
AGB-03,1522.0,91.17,2.0865,0.4058,0.887,1450.0,1.3355,0.3756,2.52,0,3,0.823,0.3467,15.391,36.99,21.599,1.7874,0.416,0
AGB-03,1523.0,92.79,2.1144,0.3923,1.079,1450.0,1.3527,0.376,2.03,0,3,0.8421,0.3556,15.401,37.014,21.613,1.8113,0.416,0
AGB-03,1524.0,93.56,2.1064,0.4116,0.995,1450.0,1.3475,0.3725,2.23,0,3,0.8512,0.3439,15.411,37.039,21.628,1.8045,0.416,0
AGB-03,1525.0,93.04,2.0993,0.4264,1.277,1450.0,1.3428,0.385,2.1,0,3,0.8753,0.3564,15.421,37.063,21.642,1.7984,0.416,0
AGB-03,1526.0,92.89,2.0557,0.4597,0.828,1450.0,1.3154,0.3678,1.93,0,3,0.8377,0.3729,15.431,37.087,21.656,1.761,0.416,0
AGB-03,1527.0,90.9,2.079,0.4364,1.835,1450.0,1.3298,0.3828,2.41,0,3,0.8117,0.365,15.441,37.111,21.67,1.781,0.416,0
AGB-03,1528.0,97.48,2.0866,0.4583,1.131,1450.0,1.3343,0.3727,2.37,0,3,0.9173,0.3541,15.451,37.136,21.684,1.7875,0.416,0
AGB-03,1529.0,92.45,2.1137,0.4121,1.545,1450.0,1.351,0.3743,2.27,0,3,0.8363,0.3449,15.461,37.16,21.699,1.8107,0.416,0
AGB-03,1530.0,95.22,2.0763,0.4414,1.015,1450.0,1.3275,0.3848,2.3,0,3,0.8198,0.3616,15.472,37.184,21.713,1.7787,0.416,0
AGB-03,1531.0,91.78,2.0928,0.4422,0.895,1450.0,1.3376,0.3759,1.98,0,3,0.8275,0.3538,15.482,37.209,21.727,1.7928,0.416,0
AGB-03,1532.0,92.36,2.0995,0.4141,0.993,1450.0,1.3416,0.3982,2.03,0,3,0.8225,0.3496,15.492,37.233,21.741,1.7986,0.416,0
AGB-03,1533.0,91.7,2.0601,0.4329,1.008,1450.0,1.3169,0.3714,1.89,0,3,0.8698,0.367,15.502,37.257,21.755,1.7648,0.416,0
AGB-03,1534.0,95.02,2.0802,0.4377,1.124,1450.0,1.3292,0.3984,2.6,0,3,0.8577,0.349,15.512,37.282,21.77,1.782,0.416,0
AGB-03,1535.0,98.77,2.13,0.4048,1.342,1450.0,1.3601,0.3914,2.69,0,3,0.8871,0.3347,15.522,37.306,21.784,1.8247,0.416,0
AGB-03,1536.0,98.65,2.0856,0.4139,0.969,1450.0,1.3323,0.386,2.41,0,3,0.8592,0.3428,15.532,37.33,21.798,1.7867,0.416,0
AGB-03,1537.0,92.75,2.1426,0.3956,1.162,1450.0,1.3676,0.3769,2.56,0,3,0.8034,0.3349,15.542,37.354,21.812,1.8355,0.416,0
AGB-03,1538.0,97.55,2.0492,0.4366,1.546,1450.0,1.3093,0.3796,2.01,0,3,0.8458,0.3803,15.553,37.379,21.826,1.7554,0.416,0
AGB-03,1539.0,87.48,2.0988,0.3954,1.158,1450.0,1.3401,0.3735,2.33,0,3,0.8252,0.3428,15.563,37.403,21.84,1.798,0.416,0
AGB-03,1540.0,92.74,2.0888,0.3981,0.887,1450.0,1.3338,0.3889,2.39,0,3,0.8287,0.3449,15.573,37.427,21.855,1.7894,0.416,0
AGB-03,1541.0,92.73,2.0402,0.4546,0.85,1450.0,1.3034,0.392,1.82,0,3,0.9346,0.3814,15.583,37.452,21.869,1.7478,0.416,0
AGB-03,1542.0,98.23,2.0953,0.4542,1.091,1450.0,1.3376,0.3989,2.04,0,3,0.8758,0.3575,15.593,37.476,21.883,1.795,0.416,0
AGB-03,1543.0,91.26,2.0804,0.4181,1.076,1450.0,1.3282,0.3977,1.84,0,3,0.8259,0.3561,15.603,37.5,21.897,1.7822,0.416,0
AGB-03,1544.0,88.67,2.0824,0.3999,0.991,1450.0,1.3294,0.3994,2.39,0,3,0.7885,0.3386,15.613,37.525,21.911,1.7839,0.416,0
AGB-03,1545.0,93.64,2.089,0.4367,1.029,1450.0,1.3334,0.3938,2.04,0,3,0.859,0.3583,15.623,37.549,21.926,1.7895,0.416,0
AGB-03,1546.0,94.07,2.091,0.4367,1.711,1450.0,1.3347,0.3915,2.26,0,3,0.8628,0.3458,15.633,37.573,21.94,1.7913,0.416,0
AGB-03,1547.0,85.88,2.111,0.3664,0.85,1624.1,1.3649,0.405,2.51,0,3,0.7499,0.3232,15.644,37.598,21.954,1.833,0.4352,0
AGB-03,1548.0,93.16,2.0838,0.43,1.049,1450.0,1.3301,0.3652,1.78,0,3,0.8877,0.3719,15.654,37.622,21.968,1.7851,0.416,0
AGB-03,1549.0,98.3,2.0564,0.4499,1.1,1450.0,1.3131,0.3915,1.69,0,3,0.8936,0.3677,15.664,37.646,21.982,1.7617,0.416,0
AGB-03,1550.0,98.9,2.1062,0.4315,2.264,1450.0,1.344,0.388,2.06,0,3,0.923,0.348,15.674,37.67,21.997,1.8043,0.416,0
AGB-03,1551.0,100.68,2.0067,0.4794,0.905,1450.0,1.2821,0.3864,1.63,0,3,0.9136,0.3966,15.684,37.695,22.011,1.7191,0.416,0
AGB-03,1552.0,96.53,2.0955,0.4642,1.34,1450.0,1.3374,0.3929,1.94,0,3,0.9177,0.364,15.694,37.719,22.025,1.7951,0.416,0
AGB-03,1553.0,91.8,2.117,0.4248,0.979,1450.0,1.3509,0.3814,2.14,0,3,0.8762,0.3453,15.704,37.743,22.039,1.8136,0.416,0
AGB-03,1554.0,88.89,2.0667,0.4464,0.978,1450.0,1.3196,0.385,1.96,0,3,0.879,0.3699,15.714,37.768,22.053,1.7704,0.416,0
AGB-03,1555.0,88.68,2.0505,0.4521,0.947,1450.0,1.3096,0.3891,2.17,0,3,0.7819,0.3625,15.724,37.792,22.068,1.7566,0.416,0
AGB-03,1556.0,107.91,2.0577,0.4575,1.907,1450.0,1.3141,0.371,1.9,0,3,0.9454,0.3749,15.735,37.816,22.082,1.7628,0.416,0
AGB-03,1557.0,92.13,2.1464,0.4127,1.281,1450.0,1.3694,0.3968,2.35,0,3,0.848,0.3386,15.745,37.841,22.096,1.8388,0.416,0
AGB-03,1558.0,89.84,2.0839,0.4287,0.909,1450.0,1.3305,0.385,2.53,0,3,0.7926,0.3411,15.755,37.865,22.11,1.7852,0.416,0
AGB-03,1559.0,95.92,2.0845,0.419,0.829,1450.0,1.331,0.3714,2.48,0,3,0.8967,0.3519,15.765,37.889,22.124,1.7857,0.416,0
AGB-03,1560.0,84.82,2.1087,0.3922,0.694,1450.0,1.3461,0.391,2.08,0,3,0.7556,0.3414,15.775,37.913,22.138,1.8064,0.416,0
AGB-03,1561.0,94.51,2.0744,0.4224,1.128,1450.0,1.3249,0.3928,2.48,0,3,0.8472,0.3613,15.785,37.938,22.153,1.7771,0.416,0
AGB-03,1562.0,96.37,2.1368,0.3985,0.938,1450.0,1.3638,0.3908,2.15,0,3,0.8698,0.34,15.795,37.962,22.167,1.8306,0.416,0
AGB-03,1563.0,91.94,2.0905,0.4054,1.383,1450.0,1.3351,0.3797,2.39,0,3,0.857,0.3423,15.805,37.986,22.181,1.7909,0.416,0
AGB-03,1564.0,91.99,2.1303,0.4058,1.512,1450.0,1.3599,0.3896,2.26,0,3,0.8536,0.3313,15.815,38.011,22.195,1.8249,0.416,0
AGB-03,1565.0,92.89,2.0394,0.4571,0.875,1450.0,1.3035,0.384,1.73,0,3,0.8276,0.3832,15.826,38.035,22.209,1.7471,0.416,0
AGB-03,1566.0,89.95,2.1045,0.4176,1.334,1450.0,1.3441,0.3714,2.07,0,3,0.7993,0.3388,15.836,38.059,22.224,1.8028,0.416,0
AGB-03,1567.0,100.88,2.1165,0.4574,1.329,1450.0,1.3517,0.3703,2.75,0,3,0.8928,0.349,15.846,38.084,22.238,1.8132,0.416,0
AGB-03,1568.0,98.22,2.1011,0.4018,1.459,1450.0,1.3423,0.3888,2.91,0,3,0.8513,0.3352,15.856,38.108,22.252,1.7999,0.416,0
AGB-03,1569.0,96.29,2.1029,0.4167,0.639,1450.0,1.3435,0.3804,2.35,0,3,0.8351,0.3525,15.866,38.132,22.266,1.8015,0.416,0
AGB-03,1570.0,87.24,2.1165,0.3894,0.71,1549.2,1.3632,0.3783,2.14,0,3,0.7396,0.3429,15.876,38.156,22.28,1.8284,0.4279,0
AGB-03,1571.0,88.74,2.0731,0.4334,0.901,1450.0,1.3252,0.3837,1.96,0,3,0.8542,0.3674,15.886,38.181,22.295,1.7759,0.416,0
AGB-03,1572.0,33.0,2.2398,0.2657,0.471,3284.6,11.4303,0.2111,5.54,0,0,0.0906,0.2548,15.896,38.205,22.309,20.9931,0.2254,0
AGB-03,1573.0,28.42,2.2567,0.24,0.805,3563.2,12.3711,0.2083,5.4,0,0,0.0294,0.2514,15.906,38.229,22.323,24.2317,0.2418,0
AGB-03,1574.0,37.38,2.2448,0.2531,0.758,3304.3,11.2401,0.2267,5.54,0,0,0.128,0.2512,15.917,38.254,22.337,20.4091,0.2504,0
AGB-03,1575.0,40.69,2.2667,0.2667,0.818,3305.7,11.1604,0.2172,5.65,0,0,0.1436,0.2515,15.927,38.278,22.351,20.1708,0.2618,0
AGB-03,1576.0,40.13,2.2485,0.2486,0.94,3311.6,11.5112,0.2143,5.81,0,0,0.0709,0.262,15.937,38.302,22.366,21.2285,0.2312,0
AGB-03,1577.0,28.93,2.2272,0.2384,0.698,3285.5,11.7182,0.1709,5.71,0,0,0.0407,0.2576,15.947,38.327,22.38,21.8871,0.1905,0
AGB-03,1578.0,38.02,2.2045,0.2621,0.732,3181.4,10.6706,0.2213,5.61,0,0,0.1269,0.264,15.957,38.351,22.394,18.786,0.2444,0
AGB-03,1579.0,35.39,2.2323,0.2469,0.694,3285.7,11.0276,0.2447,5.65,1,0,0.1223,0.2602,15.967,38.375,22.408,19.7737,0.258,0
AGB-03,1580.0,37.81,2.2559,0.2125,1.251,3482.0,12.1549,0.2271,7.51,0,0,0.098,0.2321,15.977,38.4,22.422,23.3806,0.2355,0
AGB-03,1581.0,32.56,2.2302,0.2486,0.53,3317.1,11.246,0.2079,6.09,0,0,0.119,0.2537,15.987,38.424,22.437,20.4043,0.2512,0
AGB-03,1582.0,41.73,2.2057,0.2817,0.806,3052.7,9.4341,0.2494,4.88,0,0,0.1916,0.2804,15.997,38.448,22.451,15.7111,0.2894,0
AGB-03,1583.0,25.31,2.2803,0.2204,1.53,3611.9,12.8689,0.1929,7.95,0,0,0.0343,0.2279,16.008,38.472,22.465,26.2982,0.2136,0
AGB-03,1584.0,32.58,2.2346,0.2442,1.221,3351.0,11.5965,0.2128,6.54,0,0,0.105,0.246,16.018,38.497,22.479,21.4734,0.2349,0
AGB-03,1585.0,30.66,2.2051,0.2656,0.696,3188.8,10.5445,0.2382,3.91,0,0,0.1006,0.2802,16.028,38.521,22.493,18.4354,0.257,0
AGB-03,1586.0,28.63,2.2021,0.2833,0.661,3113.0,10.5532,0.2188,5.6,0,0,0.095,0.2773,16.038,38.545,22.507,18.457,0.2283,0
AGB-03,1587.0,28.73,2.2082,0.2494,1.177,3363.2,11.536,0.1992,5.17,0,0,0.0339,0.2734,16.048,38.57,22.522,21.2771,0.2376,0
AGB-03,1588.0,28.35,2.2374,0.2379,0.61,3369.0,11.6804,0.2066,5.56,0,0,0.079,0.2538,16.058,38.594,22.536,21.7359,0.2348,0
AGB-03,1589.0,30.74,2.2257,0.2625,0.609,3287.1,11.3397,0.2252,6.13,0,0,0.0895,0.2589,16.068,38.618,22.55,20.6721,0.2322,0
AGB-03,1590.0,30.08,2.2236,0.2815,1.063,3175.6,10.6419,0.2157,5.46,0,0,0.1196,0.2708,16.078,38.643,22.564,18.691,0.2499,0
AGB-03,1591.0,95.86,2.1044,0.4322,1.483,1450.0,1.3461,0.3907,2.04,0,3,0.8849,0.3528,16.088,38.667,22.578,1.8027,0.416,0
AGB-03,1592.0,98.12,2.0822,0.438,1.322,1450.0,1.3323,0.3778,2.05,0,3,0.9029,0.3686,16.099,38.691,22.593,1.7838,0.416,0
AGB-03,1593.0,93.52,2.1532,0.3867,0.946,1488.3,1.3811,0.3837,2.61,0,3,0.8109,0.3273,16.109,38.715,22.607,1.851,0.4209,0
AGB-03,1594.0,103.07,2.0841,0.4524,0.828,1450.0,1.3334,0.3875,1.66,0,3,0.8804,0.3706,16.119,38.74,22.621,1.7853,0.416,0
AGB-03,1595.0,94.38,2.0883,0.432,1.06,1450.0,1.336,0.4046,1.59,0,3,0.8646,0.3586,16.129,38.764,22.635,1.789,0.416,0
AGB-03,1596.0,102.21,2.0671,0.4613,1.49,1450.0,1.3227,0.3798,1.66,0,3,0.9416,0.3762,16.139,38.788,22.649,1.7708,0.416,0
AGB-03,1597.0,93.79,2.104,0.4231,1.349,1450.0,1.3457,0.3901,2.72,0,3,0.8539,0.3348,16.149,38.813,22.664,1.8025,0.416,0
AGB-03,1598.0,93.51,2.0528,0.4432,0.97,1450.0,1.3137,0.3982,2.19,0,3,0.8338,0.3673,16.159,38.837,22.678,1.7585,0.416,0
AGB-03,1599.0,92.15,2.1232,0.4015,1.339,1450.0,1.3575,0.3847,2.35,0,3,0.8557,0.3362,16.169,38.861,22.692,1.8189,0.416,0
AGB-03,1600.0,92.93,2.1292,0.4258,1.717,1450.0,1.3612,0.3856,2.31,0,3,0.8548,0.3468,16.179,38.886,22.706,1.824,0.416,0
AGB-03,1601.0,96.2,2.0786,0.4419,1.374,1450.0,1.3296,0.3884,2.36,0,3,0.8519,0.3474,16.19,38.91,22.72,1.7807,0.416,0
AGB-03,1602.0,88.4,2.0803,0.4051,0.956,1450.0,1.3306,0.3927,2.23,0,3,0.8077,0.3548,16.2,38.934,22.735,1.7822,0.416,0
AGB-03,1603.0,98.78,2.0774,0.449,1.314,1450.0,1.3286,0.3839,1.96,0,3,0.9065,0.3618,16.21,38.959,22.749,1.7796,0.416,0
AGB-03,1604.0,91.82,2.1195,0.4197,1.529,1450.0,1.3548,0.3851,2.69,0,3,0.8447,0.3361,16.22,38.983,22.763,1.8157,0.416,0
AGB-03,1605.0,94.75,2.0894,0.4183,1.261,1450.0,1.336,0.3692,2.37,0,3,0.8579,0.349,16.23,39.007,22.777,1.7899,0.416,0
AGB-03,1606.0,102.81,2.0539,0.4612,0.974,1450.0,1.3137,0.3974,1.77,0,3,0.9431,0.3894,16.24,39.031,22.791,1.7595,0.416,0
AGB-03,1607.0,102.57,2.1317,0.4142,1.334,1450.0,1.3621,0.3794,2.02,0,3,0.9374,0.3401,16.25,39.056,22.805,1.8261,0.416,0
AGB-03,1608.0,93.87,2.0413,0.4373,1.357,1450.0,1.3057,0.3628,2.26,0,3,0.8994,0.3579,16.26,39.08,22.82,1.7487,0.416,0
AGB-03,1609.0,91.24,2.1269,0.4443,0.867,1450.0,1.359,0.394,2.44,0,3,0.8231,0.3438,16.27,39.104,22.834,1.8221,0.416,0
AGB-03,1610.0,89.04,2.1227,0.414,0.53,1450.0,1.3562,0.3681,2.31,0,3,0.7801,0.3435,16.281,39.129,22.848,1.8185,0.416,0
AGB-03,1611.0,99.37,2.0831,0.4526,0.817,1450.0,1.3315,0.3955,1.97,0,3,0.9346,0.3683,16.291,39.153,22.862,1.7845,0.416,0
AGB-03,1612.0,86.92,2.053,0.4022,1.023,1450.0,1.3126,0.3799,1.77,0,3,0.8209,0.3571,16.301,39.177,22.876,1.7587,0.416,0
AGB-03,1613.0,92.85,2.1028,0.4208,1.772,1450.0,1.3435,0.375,2.46,0,3,0.8516,0.341,16.311,39.202,22.891,1.8014,0.416,0
AGB-03,1614.0,94.17,2.117,0.4177,1.186,1450.0,1.3523,0.3937,2.33,0,3,0.8437,0.3476,16.321,39.226,22.905,1.8136,0.416,0
AGB-03,1615.0,91.85,2.0989,0.4217,1.0,1450.0,1.3409,0.3944,2.22,0,3,0.82,0.349,16.331,39.25,22.919,1.798,0.416,0
AGB-03,1616.0,95.82,2.1124,0.4331,1.545,1450.0,1.3493,0.3834,2.32,0,3,0.8702,0.3395,16.341,39.274,22.933,1.8096,0.416,0
AGB-03,1617.0,93.79,2.1134,0.4522,1.333,1450.0,1.3498,0.3728,2.05,0,3,0.9298,0.3436,16.351,39.299,22.947,1.8105,0.416,0
AGB-03,1618.0,86.4,2.0829,0.4419,0.882,1450.0,1.3308,0.3648,1.92,0,3,0.8497,0.3583,16.361,39.323,22.962,1.7843,0.416,0
AGB-03,1619.0,43.58,2.1915,0.2721,0.938,2955.5,9.2981,0.2459,5.69,0,1,0.2061,0.2746,16.372,39.347,22.976,15.4337,0.2666,0
AGB-03,1620.0,37.47,2.2227,0.2478,1.068,3278.0,10.7804,0.2524,5.28,0,1,0.1598,0.2547,16.382,39.372,22.99,19.1259,0.2697,0
AGB-03,1621.0,43.57,2.1945,0.2602,0.564,3021.0,9.5308,0.2408,5.83,0,1,0.228,0.2609,16.392,39.396,23.004,15.9711,0.2716,0
AGB-03,1622.0,38.16,2.2617,0.2622,1.117,3240.0,10.404,0.2545,6.38,0,1,0.1995,0.2566,16.402,39.42,23.018,18.1193,0.29,0
AGB-03,1623.0,41.38,2.2029,0.2675,0.465,3070.9,9.9835,0.2299,3.69,0,1,0.1662,0.2712,16.412,39.445,23.033,17.0554,0.2577,0
AGB-03,1624.0,46.03,2.2213,0.2796,1.03,3008.3,9.7748,0.2489,5.77,1,1,0.1994,0.2655,16.422,39.469,23.047,16.5486,0.2564,0
AGB-03,1625.0,42.67,2.2172,0.2828,0.426,2799.5,8.8905,0.2138,4.44,0,1,0.2415,0.2714,16.432,39.493,23.061,14.5304,0.2482,0
AGB-03,1626.0,51.9,2.2237,0.2848,0.706,2669.5,7.6943,0.2724,4.72,0,1,0.3277,0.2754,16.442,39.517,23.075,12.0646,0.2909,0
AGB-03,1627.0,40.27,2.2121,0.2803,0.688,3017.8,9.9241,0.216,4.82,0,0,0.1482,0.2788,16.452,39.542,23.089,16.9099,0.2461,0
AGB-03,1628.0,35.11,2.2314,0.248,0.865,3231.8,10.9948,0.213,6.11,0,0,0.1249,0.2583,16.463,39.566,23.103,19.7293,0.2413,0
AGB-03,1629.0,26.99,2.2527,0.2313,0.64,3519.6,12.1875,0.2355,6.17,0,0,0.0527,0.2502,16.473,39.59,23.118,23.5789,0.2423,0
AGB-03,1630.0,20.14,2.2718,0.2152,0.908,3656.8,12.7107,0.2166,7.55,0,0,0.0232,0.2438,16.483,39.615,23.132,25.6946,0.2418,0
AGB-03,1631.0,28.6,2.2601,0.2142,0.868,3449.0,12.0373,0.2067,7.22,0,0,0.0803,0.2441,16.493,39.639,23.146,23.0288,0.2343,0
AGB-03,1632.0,34.91,2.2297,0.2687,0.377,3264.3,10.6049,0.2587,5.68,0,0,0.1215,0.2769,16.503,39.663,23.16,18.6452,0.2786,0
AGB-03,1633.0,27.61,2.2714,0.2484,0.754,3461.1,12.2801,0.2073,8.15,0,0,0.0475,0.2464,16.513,39.688,23.174,23.9167,0.2176,0
AGB-03,1634.0,31.16,2.2267,0.2331,0.996,3333.8,11.4254,0.2066,7.55,0,0,0.0932,0.257,16.523,39.712,23.189,20.9971,0.24,0
AGB-03,1635.0,33.24,2.2245,0.2535,1.076,3295.9,11.3911,0.2233,6.19,0,0,0.0882,0.2579,16.533,39.736,23.203,20.8885,0.2286,0
AGB-03,1636.0,32.03,2.2752,0.2233,0.983,3367.9,11.9639,0.1964,7.49,0,0,0.0713,0.2485,16.543,39.761,23.217,22.7533,0.2154,0
AGB-03,1637.0,32.72,2.1988,0.2653,1.126,3129.3,10.4541,0.2316,5.13,0,0,0.1355,0.2674,16.554,39.785,23.231,18.2343,0.2411,0
AGB-03,1638.0,34.26,2.2414,0.2502,0.964,3350.7,11.5839,0.2235,6.58,0,0,0.0987,0.251,16.564,39.809,23.245,21.4792,0.2365,0
AGB-03,1639.0,25.98,2.2352,0.2298,0.844,3329.6,11.9016,0.1687,8.22,0,0,0.0517,0.2501,16.574,39.833,23.26,22.5231,0.1919,0
AGB-03,1640.0,33.51,2.1955,0.2708,0.634,3227.6,10.9353,0.2073,4.42,0,0,0.0745,0.276,16.584,39.858,23.274,19.5302,0.2362,0
AGB-03,1641.0,31.19,2.2487,0.2591,0.598,3223.9,10.9706,0.2138,6.69,0,0,0.1389,0.2567,16.594,39.882,23.288,19.6257,0.2458,0
AGB-03,1642.0,27.91,2.1954,0.2579,0.605,3266.9,11.3086,0.1903,5.02,0,0,0.0418,0.2741,16.604,39.906,23.302,20.6075,0.2172,0
AGB-03,1643.0,34.73,2.243,0.2151,1.162,3300.9,11.2486,0.2233,6.29,0,0,0.115,0.2577,16.614,39.931,23.316,20.423,0.2485,0
AGB-03,1644.0,38.7,2.2277,0.2774,1.164,3174.2,10.3643,0.2356,5.89,0,0,0.1794,0.2605,16.624,39.955,23.331,17.9769,0.2696,0
AGB-03,1645.0,30.69,2.2261,0.238,0.877,3415.2,11.9337,0.1955,6.85,0,0,0.0413,0.2587,16.635,39.979,23.345,22.5967,0.2243,0
AGB-03,1646.0,29.29,2.21,0.2601,1.133,3207.4,10.8295,0.2224,4.53,0,0,0.1199,0.2644,16.645,40.004,23.359,19.209,0.2424,0
AGB-03,1647.0,22.11,2.2408,0.2533,0.833,3606.7,12.4693,0.2279,6.96,0,0,0.02,0.2532,16.655,40.028,23.373,24.5629,0.2439,0
AGB-03,1648.0,30.61,2.2289,0.277,0.694,3196.6,10.8319,0.2108,5.07,0,0,0.0966,0.2754,16.665,40.052,23.387,19.2062,0.2435,0
AGB-03,1649.0,33.88,2.2133,0.2382,1.401,3406.6,11.7181,0.2343,7.12,0,0,0.0839,0.251,16.675,40.076,23.402,21.8495,0.2385,0
AGB-03,1650.0,30.69,2.2241,0.255,0.508,3419.1,11.4017,0.2415,5.55,0,0,0.1067,0.2585,16.685,40.101,23.416,20.8467,0.2691,0
AGB-03,1651.0,30.63,2.2717,0.2334,0.968,3450.8,12.387,0.1784,7.45,1,0,0.0705,0.233,16.695,40.125,23.43,24.2046,0.2046,0
AGB-03,1652.0,39.71,2.2199,0.2517,0.983,3162.6,10.5791,0.2457,6.14,0,0,0.1728,0.2539,16.705,40.149,23.444,18.504,0.25,0
AGB-03,1653.0,28.89,2.2369,0.2684,0.998,3284.5,11.4983,0.1971,5.26,0,0,0.0707,0.2626,16.715,40.174,23.458,21.1256,0.2204,0
AGB-03,1654.0,34.97,2.2242,0.2666,0.723,3324.3,11.0297,0.2582,6.17,0,0,0.1411,0.2566,16.726,40.198,23.472,19.7303,0.2686,0
AGB-03,1655.0,33.26,2.2149,0.2569,1.146,3364.4,11.5148,0.2147,6.49,0,0,0.1035,0.2514,16.736,40.222,23.487,21.1651,0.2429,0
AGB-03,1656.0,33.41,2.2226,0.2542,0.71,3408.6,11.4433,0.2373,6.17,0,0,0.0979,0.2601,16.746,40.247,23.501,20.939,0.2639,0
AGB-03,1657.0,21.36,2.1977,0.2223,0.669,3446.1,11.8626,0.2045,5.61,0,0,0.0284,0.2665,16.756,40.271,23.515,22.2744,0.2365,0
AGB-03,1658.0,22.71,2.2033,0.2892,0.732,3507.7,11.8151,0.2267,5.74,0,0,0.02,0.2762,16.766,40.295,23.529,22.1109,0.261,0
AGB-03,1659.0,24.09,2.2151,0.249,0.744,3401.7,12.1067,0.1809,6.58,0,0,0.02,0.2565,16.776,40.32,23.543,23.1031,0.1988,0
AGB-03,1660.0,29.71,2.2054,0.2318,0.679,3320.2,11.3185,0.227,6.37,0,0,0.0926,0.2611,16.786,40.344,23.558,20.5412,0.2424,0
AGB-03,1661.0,43.58,2.2395,0.2526,1.167,3160.1,10.7381,0.1902,7.33,0,0,0.1842,0.2462,16.796,40.368,23.572,18.8917,0.2425,0
AGB-03,1662.0,27.75,2.2276,0.2457,0.929,3498.5,11.9348,0.2155,5.51,0,0,0.0889,0.2476,16.806,40.392,23.586,22.4869,0.2554,0
AGB-03,1663.0,27.81,2.247,0.2247,0.807,3367.7,11.9629,0.1889,6.28,0,0,0.0956,0.2384,16.817,40.417,23.6,22.5773,0.212,0
AGB-03,1664.0,34.03,2.2338,0.2663,0.777,3253.9,10.9126,0.2228,5.6,0,0,0.1428,0.2595,16.827,40.441,23.614,19.3575,0.2593,0
AGB-03,1665.0,24.4,2.2982,0.2259,0.82,3655.6,12.8329,0.2235,7.34,0,0,0.0488,0.2357,16.837,40.465,23.629,25.9423,0.2425,0
AGB-03,1666.0,34.44,2.2684,0.2305,1.155,3485.5,12.0212,0.2136,7.89,0,0,0.1034,0.2433,16.847,40.49,23.643,22.762,0.2547,0
AGB-03,1667.0,35.94,2.2463,0.261,0.807,3175.9,11.2951,0.1936,7.28,0,0,0.1114,0.2513,16.857,40.514,23.657,20.4414,0.198,0
AGB-03,1668.0,42.8,2.2199,0.2718,1.413,2994.9,9.8266,0.2235,5.28,0,0,0.2032,0.2642,16.867,40.538,23.671,16.5602,0.2511,0
AGB-03,1669.0,30.08,2.2039,0.2373,1.13,3413.0,11.7871,0.2095,4.59,0,0,0.0575,0.2592,16.877,40.563,23.685,21.9605,0.2352,0
AGB-03,1670.0,99.0,2.1092,0.4287,1.604,1450.0,1.3523,0.3721,2.33,0,3,0.8881,0.3357,16.887,40.587,23.7,1.8069,0.416,0
AGB-03,1671.0,102.41,2.0426,0.4273,1.537,1450.0,1.3107,0.3757,1.88,0,3,0.8828,0.3712,16.897,40.611,23.714,1.7499,0.416,0
AGB-03,1672.0,102.95,2.1296,0.4401,1.788,1450.0,1.3653,0.3636,2.52,0,3,0.9345,0.3395,16.908,40.635,23.728,1.8244,0.416,0
AGB-03,1673.0,91.2,2.0683,0.4356,1.205,1450.0,1.327,0.4028,2.76,0,3,0.8855,0.361,16.918,40.66,23.742,1.7719,0.416,0
AGB-03,1674.0,95.87,2.1672,0.4164,1.599,1504.7,1.3955,0.3736,2.83,0,3,0.8739,0.323,16.928,40.684,23.756,1.8656,0.4229,0
AGB-03,1675.0,96.47,2.1318,0.4066,1.031,1450.0,1.3669,0.3804,2.14,0,3,0.8639,0.3281,16.938,40.708,23.77,1.8263,0.416,0
AGB-03,1676.0,98.83,2.108,0.4162,1.144,1450.0,1.3521,0.3717,2.39,0,3,0.8733,0.3413,16.948,40.733,23.785,1.8059,0.416,0
AGB-03,1677.0,96.94,2.1519,0.41,2.304,1450.0,1.3796,0.3846,2.5,0,3,0.9134,0.332,16.958,40.757,23.799,1.8434,0.416,0
AGB-03,1678.0,87.53,2.0849,0.4198,0.612,1450.0,1.3378,0.3905,2.0,0,3,0.8054,0.3548,16.968,40.781,23.813,1.7861,0.416,0
AGB-03,1679.0,95.71,2.0686,0.4444,1.347,1450.0,1.3276,0.3651,2.0,0,3,0.8984,0.3693,16.978,40.806,23.827,1.7721,0.416,0
AGB-03,1680.0,90.75,2.0552,0.4338,1.557,1450.0,1.3193,0.3963,2.19,0,3,0.8195,0.3575,16.988,40.83,23.841,1.7606,0.416,0
AGB-03,1681.0,88.73,2.1667,0.3862,0.993,1623.1,1.4074,0.3953,2.63,0,3,0.7749,0.318,16.999,40.854,23.856,1.8812,0.4351,0
AGB-03,1682.0,98.2,2.1146,0.4179,1.139,1450.0,1.3566,0.382,2.68,0,3,0.8925,0.3315,17.009,40.878,23.87,1.8115,0.416,0
