WELL,DEPT,GR,RHOB,NPHI,RT,VP,E_STAT,NU_STAT,UCS,IS_CORE,FACIES,VSH_TRUE,PHI_TRUE,PP_MPA,SV_MPA,SIG_EFF_MPA,E_DYN,NU_DYN,IS_HC
AGB-01,2909.0,94.36,2.2077,0.3786,1.812,1745.4,1.3917,0.4194,4.72,0,3,0.8775,0.2798,30.247,66.114,35.867,1.9299,0.4449,0
AGB-01,2910.0,94.39,2.1982,0.4058,1.789,1602.0,1.375,0.3982,4.43,0,3,0.8866,0.2944,30.262,66.137,35.875,1.906,0.4332,0
AGB-01,2911.0,88.82,2.2324,0.3773,1.592,1836.2,1.4125,0.4088,4.76,0,3,0.8574,0.2745,30.276,66.159,35.883,1.9593,0.45,0
AGB-01,2912.0,86.91,2.2041,0.3444,1.155,1707.8,1.4495,0.4023,4.4,0,3,0.8358,0.279,30.291,66.182,35.891,2.012,0.439,0
AGB-01,2913.0,92.16,2.2039,0.3612,1.444,1887.0,1.8159,0.3983,4.88,0,3,0.8214,0.2701,30.306,66.205,35.899,2.54,0.4365,0
AGB-01,2914.0,100.83,2.2546,0.3389,1.176,1791.4,1.7826,0.4022,5.94,0,3,0.8236,0.2717,30.321,66.228,35.907,2.4915,0.4316,0
AGB-01,2915.0,91.04,2.2315,0.3309,1.98,1893.4,2.0344,0.4012,5.4,0,3,0.7934,0.2734,30.336,66.25,35.914,2.8587,0.4285,0
AGB-01,2916.0,93.58,2.2421,0.3475,1.992,1836.8,1.4957,0.42,4.09,0,3,0.8699,0.2653,30.351,66.273,35.922,2.0777,0.4476,0
AGB-01,2917.0,91.65,2.2622,0.3475,1.518,1914.2,2.003,0.4119,5.3,0,3,0.8201,0.2653,30.366,66.296,35.93,2.8124,0.4329,0
AGB-01,2918.0,91.8,2.2126,0.3727,1.138,1697.0,1.3921,0.4079,3.53,0,3,0.8594,0.2898,30.381,66.319,35.938,1.9294,0.4413,0
AGB-01,2919.0,86.66,2.2317,0.3438,1.266,2070.3,1.9498,0.4142,5.11,0,3,0.8114,0.2703,30.396,66.341,35.945,2.7343,0.4451,0
AGB-01,2920.0,93.07,2.2455,0.3252,2.998,1747.5,1.7183,0.3935,6.29,0,3,0.8698,0.2561,30.411,66.364,35.953,2.3977,0.4304,0
AGB-01,2921.0,90.54,2.2253,0.3867,1.481,1769.7,1.4791,0.406,4.73,0,3,0.8203,0.2845,30.426,66.387,35.961,2.0536,0.4431,0
AGB-01,2922.0,92.74,2.2036,0.3715,2.013,1616.1,1.3803,0.4095,3.85,0,3,0.8731,0.2845,30.441,66.409,35.968,1.9125,0.4345,0
AGB-01,2923.0,95.27,2.242,0.3724,2.038,1764.0,1.4148,0.405,5.08,0,3,0.8582,0.2745,30.457,66.432,35.976,1.9616,0.4462,0
AGB-01,2924.0,98.27,2.2027,0.371,1.664,1558.2,1.3745,0.3979,3.61,0,3,0.9031,0.293,30.472,66.455,35.983,1.9041,0.4288,0
AGB-01,2925.0,91.46,2.1788,0.3606,2.213,1710.2,1.3725,0.4176,4.71,0,3,0.8438,0.2864,30.487,66.478,35.99,1.9012,0.4423,0
AGB-01,2926.0,95.83,2.1678,0.3891,1.047,1700.1,1.365,0.4155,3.55,0,3,0.8076,0.3085,30.503,66.5,35.998,1.8906,0.4416,0
AGB-01,2927.0,88.19,2.2329,0.3563,1.484,2027.3,2.0397,0.4081,4.28,0,3,0.7953,0.273,30.518,66.523,36.005,2.8656,0.4392,0
AGB-01,2928.0,102.47,2.1898,0.4065,2.234,1521.4,1.363,0.4019,3.74,0,3,0.9298,0.288,30.534,66.546,36.012,1.8877,0.4248,0
AGB-01,2929.0,96.66,2.189,0.3758,1.526,1701.4,1.3781,0.4111,4.54,0,3,0.8661,0.2862,30.549,66.569,36.02,1.9093,0.4417,0
AGB-01,2930.0,98.86,2.2195,0.3653,2.207,1726.1,1.3985,0.4146,3.81,0,3,0.9232,0.2857,30.565,66.591,36.027,1.9383,0.4435,0
AGB-01,2931.0,94.17,2.21,0.3838,1.28,1715.4,1.3919,0.4117,4.55,0,3,0.8429,0.2877,30.58,66.614,36.034,1.929,0.4427,0
AGB-01,2932.0,99.78,2.2193,0.3933,1.795,1582.5,1.3868,0.3879,3.93,0,3,0.9226,0.2912,30.596,66.637,36.041,1.9218,0.4313,0
AGB-01,2933.0,95.33,2.2378,0.3297,1.114,1891.3,2.193,0.3993,5.89,0,3,0.8061,0.2628,30.611,66.659,36.048,3.0917,0.4214,0
AGB-01,2934.0,90.36,2.1603,0.3682,0.954,1559.4,1.3487,0.386,3.58,0,3,0.8663,0.2957,30.627,66.682,36.055,1.8676,0.429,0
AGB-01,2935.0,94.13,2.1405,0.4155,1.27,1483.3,1.3288,0.3985,3.62,0,3,0.8738,0.3106,30.643,66.705,36.062,1.8393,0.4203,0
AGB-01,2936.0,92.21,2.244,0.3529,1.674,2030.1,1.9495,0.3947,5.82,0,3,0.8458,0.2573,30.658,66.728,36.069,2.7341,0.4429,0
AGB-01,2937.0,93.79,2.1902,0.3847,1.861,1528.4,1.3637,0.4034,3.84,0,3,0.8794,0.3033,30.674,66.75,36.076,1.8891,0.4256,0
AGB-01,2938.0,99.72,2.2432,0.3542,1.763,1761.1,1.7056,0.3904,5.22,0,3,0.8641,0.2588,30.69,66.773,36.083,2.3797,0.4322,0
AGB-01,2939.0,89.3,2.2397,0.3505,1.542,1982.5,1.9735,0.4053,5.71,0,3,0.8415,0.2578,30.706,66.796,36.09,2.7694,0.4386,0
AGB-01,2940.0,90.32,2.2446,0.3567,1.294,1931.9,1.8621,0.3948,4.28,0,3,0.8379,0.2634,30.722,66.819,36.097,2.6067,0.4394,0
AGB-01,2941.0,94.1,2.1769,0.3555,1.732,1710.9,1.3711,0.4022,4.63,0,3,0.8828,0.2836,30.738,66.841,36.103,1.8997,0.4424,0
AGB-01,2942.0,101.58,2.1997,0.359,1.943,1670.3,1.382,0.4131,4.31,0,3,0.8804,0.2721,30.754,66.864,36.11,1.9153,0.4392,0
AGB-01,2943.0,93.7,2.231,0.3438,2.13,1890.5,1.7285,0.4058,4.87,0,3,0.8491,0.2638,30.77,66.887,36.117,2.413,0.4414,0
AGB-01,2944.0,99.64,2.2348,0.348,1.87,1688.5,1.4048,0.4033,4.18,0,3,0.8873,0.2689,30.786,66.909,36.124,1.9478,0.4407,0
AGB-01,2945.0,98.65,2.2159,0.371,2.969,1584.7,1.3847,0.3895,4.38,0,3,0.9537,0.2751,30.802,66.932,36.13,1.9191,0.4315,0
AGB-01,2946.0,94.15,2.1817,0.3824,2.528,1647.2,1.3692,0.3926,3.89,0,3,0.8885,0.2855,30.818,66.955,36.137,1.8971,0.4373,0
AGB-01,2947.0,92.78,2.2434,0.3538,1.211,1848.8,2.2243,0.3902,5.78,0,3,0.8193,0.2566,30.834,66.978,36.143,3.1386,0.4155,0
AGB-01,2948.0,84.09,2.2498,0.3388,1.324,1904.0,2.1284,0.3832,5.0,0,3,0.8259,0.2581,30.851,67.0,36.15,2.9969,0.4261,0
AGB-01,2949.0,92.11,2.2232,0.3991,1.205,1709.1,1.3993,0.4053,3.97,0,3,0.8579,0.2903,30.867,67.023,36.156,1.9399,0.4422,0
AGB-01,2950.0,95.34,2.2012,0.3836,1.272,1566.8,1.3741,0.3917,4.32,0,3,0.8663,0.2931,30.883,67.046,36.163,1.904,0.4297,0
AGB-01,2951.0,91.85,2.2534,0.341,1.232,2046.0,2.1122,0.416,6.72,0,3,0.8344,0.2561,30.899,67.069,36.169,2.9728,0.4385,0
AGB-01,2952.0,93.21,2.1831,0.3642,2.425,1648.8,1.3703,0.4171,4.36,0,3,0.9048,0.2857,30.916,67.091,36.176,1.8985,0.4374,0
AGB-01,2953.0,96.71,2.1971,0.3837,1.418,1534.3,1.3686,0.4003,3.59,0,3,0.8703,0.2984,30.932,67.114,36.182,1.8959,0.4263,0
AGB-01,2954.0,85.38,2.2474,0.3596,1.097,2068.2,2.16,0.3975,5.04,0,3,0.7837,0.2738,30.949,67.137,36.188,3.0431,0.4382,0
AGB-01,2955.0,95.34,2.2245,0.3643,2.383,1666.0,1.3971,0.3936,4.61,0,3,0.8806,0.2737,30.965,67.159,36.194,1.9364,0.4388,0
AGB-01,2956.0,88.0,2.2183,0.352,1.2,1742.0,1.5206,0.3981,4.6,0,3,0.8072,0.2876,30.982,67.182,36.201,2.113,0.4388,0
AGB-01,2957.0,93.31,2.1904,0.3826,0.952,1593.6,1.3704,0.4125,4.02,0,3,0.8613,0.2952,30.998,67.205,36.207,1.8982,0.4324,0
AGB-01,2958.0,86.68,2.2247,0.3254,1.266,2098.7,2.4633,0.402,4.41,0,3,0.7579,0.2724,31.015,67.228,36.213,3.4927,0.4287,0
AGB-01,2959.0,89.48,2.262,0.3644,0.908,1897.7,1.9003,0.3936,3.81,0,3,0.8118,0.2725,31.031,67.25,36.219,2.6614,0.4358,0
AGB-01,2960.0,94.61,2.2174,0.331,1.136,1995.8,1.9087,0.4046,5.03,0,3,0.8223,0.2671,31.048,67.273,36.225,2.6736,0.4413,0
AGB-01,2961.0,31.66,2.3428,0.1947,1.812,3931.0,12.9376,0.1978,15.28,0,0,0.0858,0.2036,31.065,67.296,36.231,31.2767,0.229,0
AGB-01,2962.0,28.32,2.3187,0.1722,0.873,4093.8,13.047,0.2237,15.74,0,0,0.0815,0.1935,31.081,67.319,36.237,32.8373,0.2423,0
AGB-01,2963.0,29.43,2.3509,0.1713,1.155,4136.9,13.114,0.1785,15.02,0,0,0.0323,0.1904,31.098,67.341,36.243,35.5257,0.2144,0
AGB-01,2964.0,27.53,2.322,0.156,2.706,4052.2,13.1048,0.1721,13.42,0,0,0.049,0.1868,31.115,67.364,36.249,34.3059,0.2002,0
AGB-01,2965.0,29.56,2.3374,0.1873,1.198,4125.6,13.0435,0.2453,14.04,0,0,0.08,0.2002,31.132,67.387,36.255,32.6807,0.2575,0
AGB-01,2966.0,29.73,2.392,0.1907,0.828,4019.6,13.0987,0.1783,15.75,0,0,0.0849,0.1873,31.149,67.409,36.261,33.9078,0.2189,0
AGB-01,2967.0,32.65,2.3175,0.1942,1.374,4096.6,12.9523,0.2263,14.34,0,0,0.1179,0.1956,31.166,67.432,36.267,31.3194,0.2671,0
AGB-01,2968.0,38.72,2.3554,0.1842,1.552,3861.5,12.9373,0.1673,14.28,0,0,0.1259,0.1873,31.183,67.455,36.272,31.1241,0.2118,0
AGB-01,2969.0,39.27,2.2835,0.1908,1.502,3599.0,12.4198,0.1731,14.36,0,0,0.1429,0.2001,31.2,67.478,36.278,27.1462,0.1833,0
AGB-01,2970.0,36.98,2.3017,0.1833,1.408,3978.4,12.8935,0.2234,10.71,0,0,0.1083,0.1991,31.217,67.5,36.284,30.6096,0.2455,0
AGB-01,2971.0,25.02,2.3471,0.1769,1.455,4090.6,13.1263,0.1878,15.12,0,0,0.0437,0.1935,31.234,67.523,36.29,34.5341,0.2173,0
AGB-01,2972.0,24.79,2.3661,0.1398,1.323,4234.5,13.0758,0.1848,14.97,0,0,0.02,0.1796,31.251,67.546,36.295,37.7749,0.2083,0
AGB-01,2973.0,40.82,2.3331,0.2008,0.855,3768.6,12.4905,0.2346,12.29,0,0,0.1674,0.2053,31.268,67.569,36.301,27.5144,0.2519,0
AGB-01,2974.0,32.2,2.3453,0.1682,1.028,3952.8,13.0827,0.1605,16.54,0,0,0.0831,0.1859,31.285,67.591,36.306,32.9993,0.1995,0
AGB-01,2975.0,26.37,2.3748,0.1837,1.447,4090.5,13.1433,0.2111,16.02,0,0,0.0651,0.185,31.302,67.614,36.312,34.9706,0.2167,0
AGB-01,2976.0,27.57,2.3621,0.1508,0.823,4278.7,13.0978,0.1956,18.23,1,0,0.02,0.1843,31.319,67.637,36.317,37.5672,0.2255,0
AGB-01,2977.0,32.9,2.3035,0.1931,0.96,3890.6,12.8715,0.2055,12.08,0,0,0.0933,0.2045,31.337,67.659,36.323,30.2318,0.2267,0
AGB-01,2978.0,35.87,2.3221,0.2132,1.136,3893.5,12.7928,0.2205,15.44,0,0,0.123,0.2042,31.354,67.682,36.328,29.5323,0.2464,0
AGB-01,2979.0,26.94,2.3484,0.1657,1.323,4147.8,13.1499,0.1896,17.1,0,0,0.0338,0.1822,31.371,67.705,36.334,36.2229,0.203,0
AGB-01,2980.0,35.23,2.3044,0.1899,0.974,3987.0,12.9989,0.2151,16.27,0,0,0.0931,0.196,31.389,67.728,36.339,31.4856,0.2322,0
AGB-01,2981.0,27.58,2.3846,0.1842,1.584,3949.1,13.1381,0.158,15.01,0,0,0.0748,0.1849,31.406,67.75,36.344,33.8669,0.1902,0
AGB-01,2982.0,34.0,2.3252,0.1833,1.195,3991.7,13.006,0.2219,14.6,0,0,0.1293,0.1852,31.423,67.773,36.35,31.5122,0.2385,0
AGB-01,2983.0,27.7,2.3392,0.1869,1.64,4125.0,13.1397,0.2251,13.55,0,0,0.0602,0.1968,31.441,67.796,36.355,33.7584,0.2402,0
AGB-01,2984.0,32.34,2.3652,0.1668,1.506,4195.1,13.1702,0.2162,14.5,0,0,0.0846,0.1809,31.458,67.819,36.36,35.1203,0.2432,0
AGB-01,2985.0,37.3,2.3173,0.2009,1.039,3658.5,12.4823,0.1939,11.25,0,0,0.1709,0.1978,31.476,67.841,36.365,27.3037,0.2165,0
AGB-01,2986.0,35.27,2.334,0.187,1.313,3762.0,12.7415,0.1992,15.51,0,0,0.1467,0.1955,31.494,67.864,36.37,28.985,0.2188,0
AGB-01,2987.0,24.52,2.316,0.1931,1.027,4056.6,13.0981,0.2026,11.16,0,0,0.0559,0.2031,31.511,67.887,36.376,32.6493,0.2342,0
AGB-01,2988.0,25.76,2.3078,0.185,0.953,4014.3,13.161,0.165,16.05,0,0,0.0327,0.1907,31.529,67.909,36.381,34.0282,0.186,0
AGB-01,2989.0,24.14,2.3305,0.1958,1.47,4134.4,13.1475,0.2235,14.98,0,0,0.0748,0.1925,31.547,67.932,36.386,33.5644,0.244,0
AGB-01,2990.0,30.76,2.3459,0.1833,0.833,3851.6,12.9614,0.1921,14.42,0,0,0.098,0.1999,31.564,67.955,36.391,30.8064,0.2126,0
AGB-01,2991.0,24.5,2.3999,0.1458,2.951,4234.3,13.0153,0.1594,23.15,0,0,0.02,0.1659,31.582,67.978,36.396,39.5028,0.1829,0
AGB-01,2992.0,27.17,2.3513,0.1678,1.365,4130.1,13.189,0.1958,11.79,0,0,0.0419,0.1919,31.6,68.0,36.401,35.0595,0.2214,0
AGB-01,2993.0,35.36,2.3136,0.1858,1.151,3810.0,12.8433,0.194,12.95,0,0,0.1071,0.2021,31.618,68.023,36.405,29.6816,0.2137,0
AGB-01,2994.0,27.93,2.3698,0.1789,1.775,4215.6,13.1521,0.169,19.19,0,0,0.0348,0.1771,31.635,68.046,36.41,37.4439,0.2094,0
AGB-01,2995.0,36.22,2.3334,0.1762,1.407,4041.7,13.1545,0.2038,14.55,0,0,0.0809,0.1859,31.653,68.069,36.415,33.4764,0.2181,0
AGB-01,2996.0,33.85,2.3176,0.1924,1.592,4066.1,13.0517,0.2303,14.97,1,0,0.0955,0.1988,31.671,68.091,36.42,31.7285,0.2534,0
AGB-01,2997.0,26.54,2.3169,0.1733,0.841,4029.0,13.1121,0.1944,14.19,0,0,0.0579,0.2016,31.689,68.114,36.425,32.5865,0.2272,0
AGB-01,2998.0,18.31,2.3747,0.1747,1.187,4212.9,13.1523,0.1885,15.66,0,0,0.0319,0.1774,31.707,68.137,36.43,37.5783,0.2073,0
AGB-01,2999.0,28.56,2.3096,0.1975,0.893,3856.0,12.8915,0.1844,11.23,0,0,0.0777,0.2117,31.725,68.159,36.434,30.0321,0.2211,0
AGB-01,3000.0,33.68,2.3289,0.1952,0.959,3986.4,13.0557,0.2144,12.58,0,0,0.095,0.1963,31.743,68.182,36.439,31.7343,0.2337,0
AGB-01,3001.0,34.43,2.3288,0.2001,1.02,3995.7,12.9845,0.2221,11.64,0,0,0.1011,0.2037,31.761,68.205,36.444,30.9068,0.2513,0
AGB-01,3002.0,35.95,2.3124,0.2093,0.883,3951.2,12.7989,0.2448,12.71,0,0,0.1392,0.2026,31.78,68.228,36.448,29.2597,0.2641,0
AGB-01,3003.0,29.11,2.3478,0.1925,0.994,4005.6,13.1672,0.1954,15.8,1,0,0.0634,0.1909,31.798,68.25,36.453,33.6123,0.2067,0
AGB-01,3004.0,37.33,2.3536,0.1862,2.105,3827.0,12.7717,0.2039,13.78,0,0,0.153,0.1992,31.816,68.273,36.457,29.0519,0.2438,0
AGB-01,3005.0,52.97,2.2684,0.2347,0.66,3189.9,9.5743,0.2614,7.44,0,1,0.3557,0.2324,31.834,68.296,36.462,16.87,0.3057,0
AGB-01,3006.0,36.89,2.3316,0.2099,0.976,3901.7,12.6331,0.2364,14.6,0,1,0.1854,0.1979,31.852,68.319,36.466,28.0926,0.275,0
AGB-01,3007.0,78.26,2.2868,0.2712,2.094,2695.4,6.6034,0.3118,7.96,0,2,0.6031,0.2175,31.871,68.341,36.471,10.3899,0.3492,0
AGB-01,3008.0,59.01,2.2985,0.2554,0.866,2820.1,7.5782,0.3061,8.75,0,2,0.5101,0.2283,31.889,68.364,36.475,12.3157,0.3305,0
AGB-01,3009.0,68.9,2.2545,0.2794,0.837,2803.8,7.1036,0.3125,6.51,0,2,0.5131,0.2374,31.907,68.387,36.479,11.3599,0.3433,0
AGB-01,3010.0,73.01,2.324,0.285,1.048,2619.1,6.5328,0.2988,7.13,0,2,0.571,0.2331,31.926,68.409,36.484,10.2575,0.3424,0
AGB-01,3011.0,73.5,2.2472,0.3048,0.817,2618.3,5.6546,0.3437,6.71,0,2,0.5744,0.2518,31.944,68.432,36.488,8.6495,0.3713,0
AGB-01,3012.0,69.06,2.258,0.2876,1.34,2699.2,6.68,0.3111,6.18,0,2,0.5306,0.2413,31.963,68.455,36.492,10.5383,0.3435,0
AGB-01,3013.0,76.69,2.2574,0.3026,0.687,2608.1,5.2279,0.3712,7.31,0,2,0.6255,0.2447,31.981,68.478,36.497,7.903,0.386,0
AGB-01,3014.0,70.34,2.257,0.2831,1.037,2685.7,5.911,0.352,6.76,0,2,0.5732,0.2465,32.0,68.5,36.501,9.1109,0.3719,0
AGB-01,3015.0,65.29,2.2889,0.2669,0.948,2938.5,7.7126,0.3283,7.7,0,2,0.5302,0.2182,32.018,68.523,36.505,12.6005,0.3446,0
AGB-01,3016.0,81.4,2.2369,0.3153,0.93,2265.3,4.1869,0.3462,5.67,0,2,0.6561,0.2586,32.037,68.546,36.509,6.1603,0.3792,0
AGB-01,3017.0,68.02,2.281,0.2738,0.61,2737.7,6.173,0.3255,7.07,0,2,0.5811,0.2383,32.055,68.569,36.513,9.5917,0.3714,0
AGB-01,3018.0,67.68,2.2793,0.2713,1.075,2740.0,6.8582,0.3006,7.8,0,2,0.5647,0.2252,32.074,68.591,36.517,10.8873,0.3451,0
AGB-01,3019.0,67.12,2.2766,0.322,1.126,2644.1,6.2195,0.3407,7.81,0,2,0.5758,0.2374,32.093,68.614,36.521,9.6794,0.3554,0
AGB-01,3020.0,75.25,2.2771,0.3081,0.927,2587.3,5.3983,0.3404,6.3,0,2,0.6125,0.2458,32.112,68.637,36.525,8.2046,0.3787,0
AGB-01,3021.0,57.6,2.2471,0.2847,0.677,2831.5,7.5417,0.317,6.68,0,2,0.4533,0.2473,32.13,68.659,36.529,12.2555,0.3278,0
AGB-01,3022.0,71.45,2.2781,0.2933,0.658,2664.2,6.7271,0.312,6.11,0,2,0.532,0.24,32.149,68.682,36.533,10.6396,0.3368,0
AGB-01,3023.0,67.88,2.3074,0.2761,0.654,2951.1,7.9111,0.3112,8.08,0,2,0.4967,0.2269,32.168,68.705,36.537,13.0309,0.3405,0
AGB-01,3024.0,62.32,2.2692,0.2752,1.234,2881.8,7.8873,0.2885,8.31,0,2,0.4607,0.237,32.187,68.728,36.541,12.9823,0.3242,0
AGB-01,3025.0,68.82,2.2872,0.2826,0.544,2548.1,6.0671,0.3146,6.5,0,2,0.5655,0.2448,32.206,68.75,36.545,9.4059,0.3462,0
AGB-01,3026.0,72.2,2.282,0.3124,1.022,2584.4,5.8655,0.3221,6.74,0,2,0.5841,0.2437,32.225,68.773,36.548,9.0406,0.3606,0
AGB-01,3027.0,77.73,2.3044,0.2811,1.201,2555.4,6.526,0.2908,7.56,0,2,0.5761,0.2284,32.244,68.796,36.552,10.2627,0.3271,0
AGB-01,3028.0,67.86,2.2363,0.302,0.963,2809.3,6.9403,0.3245,5.97,0,2,0.5072,0.2429,32.263,68.819,36.556,11.0612,0.3487,0
AGB-01,3029.0,69.98,2.2355,0.2988,0.95,2522.4,6.0199,0.3109,4.95,0,2,0.5209,0.2593,32.282,68.841,36.56,9.3244,0.3377,0
AGB-01,3030.0,61.29,2.2705,0.2755,0.856,2745.8,6.9362,0.3122,6.68,0,2,0.5083,0.2439,32.301,68.864,36.563,11.056,0.3415,0
AGB-01,3031.0,78.18,2.2424,0.2979,1.615,2457.4,4.9075,0.3475,6.11,0,2,0.6188,0.2538,32.32,68.887,36.567,7.3685,0.3769,0
AGB-01,3032.0,68.2,2.2406,0.2969,0.808,2452.8,5.3246,0.3404,5.5,0,2,0.5896,0.2527,32.339,68.909,36.571,8.0872,0.3583,0
AGB-01,3033.0,70.25,2.2909,0.2886,0.757,2672.2,6.4738,0.342,7.65,0,2,0.5627,0.2364,32.358,68.932,36.574,10.1723,0.3504,0
AGB-01,3034.0,70.65,2.2814,0.3082,0.722,2602.5,6.4443,0.3066,5.97,0,2,0.5395,0.2442,32.377,68.955,36.578,10.118,0.338,0
AGB-01,3035.0,71.78,2.2337,0.3039,1.056,2657.1,5.8687,0.332,5.31,0,2,0.5545,0.2528,32.396,68.978,36.581,9.0568,0.367,0
AGB-01,3036.0,75.26,2.2617,0.3203,1.109,2333.6,4.8532,0.3414,7.04,0,2,0.6126,0.2572,32.416,69.0,36.585,7.281,0.3613,0
AGB-01,3037.0,77.46,2.2572,0.3191,0.539,2385.5,4.8947,0.3215,7.27,0,2,0.6429,0.2448,32.435,69.023,36.588,7.3523,0.3677,0
AGB-01,3038.0,94.49,2.2322,0.3387,1.108,2013.9,2.3491,0.4029,5.04,0,3,0.7803,0.2679,32.454,69.046,36.592,3.3178,0.4263,0
AGB-01,3039.0,89.92,2.1959,0.3648,1.251,1738.1,1.5106,0.4157,4.29,0,3,0.8185,0.2833,32.474,69.069,36.595,2.0958,0.4383,0
AGB-01,3040.0,93.01,2.1954,0.3699,1.655,1641.7,1.3792,0.4084,5.04,0,3,0.8561,0.2847,32.493,69.091,36.598,1.9084,0.4368,0
AGB-01,3041.0,88.43,2.277,0.3139,1.134,2151.4,3.0271,0.3838,6.45,0,3,0.7969,0.2411,32.512,69.114,36.602,4.3426,0.4148,0
AGB-01,3042.0,97.25,2.2135,0.3637,0.896,1965.8,1.6266,0.4129,5.2,0,3,0.8195,0.2792,32.532,69.137,36.605,2.2628,0.4498,0
AGB-01,3043.0,102.04,2.2386,0.3733,1.345,1549.3,1.3967,0.396,4.39,0,3,0.9195,0.2779,32.551,69.159,36.608,1.9338,0.4279,0
AGB-01,3044.0,90.87,2.181,0.3824,1.311,1536.4,1.3603,0.3877,4.47,0,3,0.8584,0.2993,32.571,69.182,36.611,1.8823,0.4265,0
AGB-01,3045.0,98.17,2.2306,0.3618,2.986,1759.5,1.4086,0.42,5.11,0,3,0.9171,0.2652,32.59,69.205,36.614,1.9512,0.4459,0
AGB-01,3046.0,92.21,2.187,0.3769,1.338,1580.6,1.368,0.403,4.66,0,3,0.8528,0.2969,32.61,69.228,36.618,1.8935,0.4311,0
AGB-01,3047.0,100.28,2.1999,0.3883,1.113,1659.1,1.3824,0.4076,3.79,0,3,0.8922,0.285,32.63,69.25,36.621,1.9143,0.4383,0
AGB-01,3048.0,94.56,2.2414,0.3361,0.932,1949.9,2.1842,0.406,6.01,0,3,0.8304,0.2545,32.649,69.273,36.624,3.0768,0.4276,0
AGB-01,3049.0,101.81,2.1729,0.4154,1.964,1477.3,1.3484,0.4018,4.08,0,3,0.9017,0.3083,32.669,69.296,36.627,1.8661,0.4195,0
AGB-01,3050.0,101.59,2.1808,0.3738,1.814,1666.7,1.371,0.4091,4.92,0,3,0.9033,0.2861,32.689,69.319,36.63,1.8985,0.4389,0
AGB-01,3051.0,92.6,2.1747,0.3627,1.44,1784.8,1.3751,0.42,4.68,0,3,0.8448,0.2903,32.708,69.341,36.633,1.9045,0.4475,0
AGB-01,3052.0,94.5,2.2213,0.3503,0.979,1973.3,2.2396,0.3687,5.53,0,3,0.7951,0.2655,32.728,69.364,36.636,3.1598,0.4266,0
AGB-01,3053.0,97.02,2.1924,0.3862,2.018,1584.6,1.3708,0.399,4.58,0,3,0.9225,0.2872,32.748,69.387,36.639,1.8988,0.4315,0
AGB-01,3054.0,91.55,2.1954,0.37,1.39,1827.9,1.3899,0.42,3.47,0,3,0.823,0.2932,32.768,69.409,36.642,1.9262,0.45,0
AGB-01,3055.0,93.54,2.2298,0.3446,2.3,1810.0,1.4099,0.42,6.07,0,3,0.8798,0.2684,32.788,69.432,36.644,1.9549,0.4491,0
AGB-01,3056.0,87.05,2.2032,0.3582,1.548,1813.7,1.889,0.3966,6.09,0,3,0.7897,0.2794,32.808,69.455,36.647,2.6461,0.4266,0
AGB-01,3057.0,90.06,2.24,0.3468,1.332,2111.1,2.3591,0.404,5.46,0,3,0.8077,0.2576,32.828,69.478,36.65,3.3389,0.434,0
AGB-01,3058.0,97.34,2.1933,0.3616,1.809,1779.3,1.3853,0.4013,4.39,0,3,0.8817,0.2836,32.848,69.5,36.653,1.9204,0.4472,0
AGB-01,3059.0,97.89,2.2312,0.3275,1.501,1829.8,1.6772,0.409,4.32,0,3,0.8482,0.2662,32.868,69.523,36.656,2.3396,0.4389,0
AGB-01,3060.0,95.28,2.2169,0.3612,1.636,1830.6,1.7231,0.4072,4.67,0,3,0.8305,0.2707,32.888,69.546,36.658,2.4061,0.4365,0
AGB-01,3061.0,97.26,2.2439,0.3544,1.822,1893.1,1.6043,0.416,4.76,0,3,0.8687,0.2618,32.908,69.569,36.661,2.2349,0.4469,0
AGB-01,3062.0,91.15,2.2461,0.3325,1.348,2065.8,2.5795,0.3926,5.38,0,3,0.7961,0.2545,32.928,69.591,36.664,3.671,0.4222,0
AGB-01,3063.0,87.92,2.2113,0.3658,1.689,1919.1,1.6832,0.4079,5.54,0,3,0.8242,0.2749,32.948,69.614,36.666,2.3493,0.4445,0
AGB-01,3064.0,98.03,2.2011,0.3662,1.524,1634.7,1.3789,0.4116,4.36,0,3,0.8761,0.2765,32.968,69.637,36.669,1.9125,0.4362,0
AGB-01,3065.0,93.18,2.2102,0.3548,1.717,1691.2,1.3886,0.3974,4.14,0,3,0.8487,0.2842,32.988,69.659,36.671,1.9266,0.4409,0
AGB-01,3066.0,98.15,2.1836,0.3636,2.349,1450.0,1.3492,0.3948,3.58,0,3,0.8941,0.2911,33.008,69.682,36.674,1.8706,0.416,0
AGB-01,3067.0,99.08,2.2252,0.3942,1.758,1718.9,1.3995,0.3994,3.53,0,3,0.9152,0.279,33.029,69.705,36.676,1.9426,0.443,0
AGB-01,3068.0,83.27,2.2256,0.3476,1.055,1866.6,1.8408,0.4032,4.99,0,3,0.8221,0.2697,33.049,69.728,36.679,2.5795,0.4344,0
AGB-01,3069.0,89.24,2.256,0.3391,0.929,2151.5,2.6183,0.3894,4.13,1,3,0.7587,0.2682,33.069,69.75,36.681,3.7326,0.4285,0
AGB-01,3070.0,100.29,2.2234,0.3625,1.982,1705.7,1.3969,0.42,4.07,0,3,0.9081,0.2735,33.09,69.773,36.683,1.9397,0.442,0
